"FlowRunName";"Status";"LocalStartTime";"LocalEndTime";"Trigger Property: channel";"Trigger Property: links";"Trigger Property: mentions";"Trigger Property: message";"Trigger Property: tags";"Trigger Property: team";"FlowRunLink";"FlowError"
"08584986070501121098857601578CU100";"Succeeded";"12/19/2023 4:30:35 PM";"12/19/2023 4:30:44 PM";"19:d502dbaa63a04c1dba38895f45f4a758@thread.tacv2";"text : 4325-AA-CS-30341401 - A - SECONDARY STRUCTURE - AREA 303- PIPE SUPPORT FOUNDATIONS - CALCULATION REPORT - ISSUED FOR REVIEW
link : https://tecnimont.sharepoint.com/sites/4325DigitalDocuments/A/A/CS/4325-AA-CS-30341401/A/";"";"New document uploaded and ready for internal workflow:  4325-AA-CS-30341401 - A - SECONDARY STRUCTURE - AREA 303- PIPE SUPPORT FOUNDATIONS - CALCULATION REPORT - ISSUED FOR REVIEW<br><br>Contractor Document Number: 4325-AA-CS-30341401<br>Client Code: 4325-AA-CS-30341401<br>Document Title: SECONDARY STRUCTURE - AREA 303- PIPE SUPPORT FOUNDATIONS - CALCULATION REPORT<br>Reason For Issue: ISSUED FOR REVIEW<br>Revision: A";"tagName : A - CIVIL AND STRUCTURAL
tagId   : N2NjOTE4ODgtNWFhMC00OWU1LWE4MzYtMjJjZGEyZWFlMGZjIyMzMjg1NTNmZC1hYzU5LTRhM2EtYjhlMS05Mjk1YjJlMDEyMDIjI3RIaENmOXdmRQ==

tagName : S - DESIGN HSE
tagId   : N2NjOTE4ODgtNWFhMC00OWU1LWE4MzYtMjJjZGEyZWFlMGZjIyMzMjg1NTNmZC1hYzU5LTRhM2EtYjhlMS05Mjk1YjJlMDEyMDIjI3RRWExXUmJXRw==";"328553fd-ac59-4a3a-b8e1-9295b2e01202";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/912ce04c-d7a9-4bd3-b0c8-179b90e23ae1/runs/08584986070501121098857601578CU100";"N/A"
"08584986069010509370990473179CU104";"Failed";"12/19/2023 4:33:04 PM";"12/19/2023 4:33:13 PM";"19:af0e242a231e4757ae46f91f8235aa31@thread.tacv2";;"toMention : alvaro.cristalli@mbsolution.eu";"StagingArea, error on file <a href=""https://tecnimont.sharepoint.com/sites/43P4DigitalDocuments/StagingArea/Set_0000008628"">Set_0000008628/4300-AA-DC-125020315_Q1.pdf</a>: different ClientCode in DocumentList: DLClientCode: 125-CC-266-20315 currentClientCode: null";;"be79d7e7-9138-4e5f-9adc-10bbe6c25262";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/912ce04c-d7a9-4bd3-b0c8-179b90e23ae1/runs/08584986069010509370990473179CU104";"StatusCode   : N/A
ErrorType    : ActionFailed
ErrorAction  : Action 'For_each_tag' failed
ErrorMessage : The execution of template action 'For_each_tag' failed: the result of the evaluation of 'foreach' expression '@body('Analizza_JSON')?['tags']' is of type 'Null'. The result must be a valid array."
"08584986066028188332853626182CU98";"Succeeded";"12/19/2023 4:38:02 PM";"12/19/2023 4:38:20 PM";"19:12faafd14cab43d3ba5812ac119412d4@thread.tacv2";"text : 4300-AA-DC-125020314 - Q1 - FOUNDATION PLAN & F/W DETAILS FOR CONDENSATE DRUM 125020-EQVV326 (125-VV-326) - Approved for Construction - Revised
link : https://tecnimont.sharepoint.com/sites/43P4DigitalDocuments/A/A/DC/4300-AA-DC-125020314/Q1/";"";"New document uploaded and ready for internal workflow:  4300-AA-DC-125020314 - Q1 - FOUNDATION PLAN & F/W DETAILS FOR CONDENSATE DRUM 125020-EQVV326 (125-VV-326) - Approved for Construction - Revised<br><br>Contractor Document Number: 4300-AA-DC-125020314<br>Client Code: 125-CC-266-20314<br>Document Title: FOUNDATION PLAN & F/W DETAILS FOR CONDENSATE DRUM 125020-EQVV326 (125-VV-326)<br>Reason For Issue: Approved for Construction - Revised<br>Revision: Q1";"tagName : P4 - B - BUILDING
tagId   : N2NjOTE4ODgtNWFhMC00OWU1LWE4MzYtMjJjZGEyZWFlMGZjIyNiZTc5ZDdlNy05MTM4LTRlNWYtOWFkYy0xMGJiZTZjMjUyNjIjI3RLbmFjWkZFWDk=

tagName : P4 - S - DESIGN HSE
tagId   : N2NjOTE4ODgtNWFhMC00OWU1LWE4MzYtMjJjZGEyZWFlMGZjIyNiZTc5ZDdlNy05MTM4LTRlNWYtOWFkYy0xMGJiZTZjMjUyNjIjI3R5cXhiRUFvOA==

tagName : P4 - V - PROCESS
tagId   : N2NjOTE4ODgtNWFhMC00OWU1LWE4MzYtMjJjZGEyZWFlMGZjIyNiZTc5ZDdlNy05MTM4LTRlNWYtOWFkYy0xMGJiZTZjMjUyNjIjI3RhYWJVb1JpYUw=

tagName : P4 - U - REVAMPING OPERATIONS AND MAINTENANCE
tagId   : N2NjOTE4ODgtNWFhMC00OWU1LWE4MzYtMjJjZGEyZWFlMGZjIyNiZTc5ZDdlNy05MTM4LTRlNWYtOWFkYy0xMGJiZTZjMjUyNjIjI3ROOVhLZ3hDeA==

tagName : P4 - A - CIVIL AND STRUCTURAL
tagId   : N2NjOTE4ODgtNWFhMC00OWU1LWE4MzYtMjJjZGEyZWFlMGZjIyNiZTc5ZDdlNy05MTM4LTRlNWYtOWFkYy0xMGJiZTZjMjUyNjIjI3RsWWFiUmFiMWdx";"be79d7e7-9138-4e5f-9adc-10bbe6c25262";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/912ce04c-d7a9-4bd3-b0c8-179b90e23ae1/runs/08584986066028188332853626182CU98";"N/A"
"08584986065998344321314809733CU109";"Succeeded";"12/19/2023 4:38:05 PM";"12/19/2023 4:38:23 PM";"19:12faafd14cab43d3ba5812ac119412d4@thread.tacv2";"text : 4300-AA-DC-125020315 - Q1 - R/F DETAILS & BBS OF FOUNDATION FOR CONDENSATE DRUM 125020-EQVV326 (125-VV-326) - Approved for Construction - Revised
link : https://tecnimont.sharepoint.com/sites/43P4DigitalDocuments/A/A/DC/4300-AA-DC-125020315/Q1/";"";"New document uploaded and ready for internal workflow:  4300-AA-DC-125020315 - Q1 - R/F DETAILS & BBS OF FOUNDATION FOR CONDENSATE DRUM 125020-EQVV326 (125-VV-326) - Approved for Construction - Revised<br><br>Contractor Document Number: 4300-AA-DC-125020315<br>Client Code: 125-CC-266-20315<br>Document Title: R/F DETAILS & BBS OF FOUNDATION FOR CONDENSATE DRUM 125020-EQVV326 (125-VV-326)<br>Reason For Issue: Approved for Construction - Revised<br>Revision: Q1";"tagName : P4 - B - BUILDING
tagId   : N2NjOTE4ODgtNWFhMC00OWU1LWE4MzYtMjJjZGEyZWFlMGZjIyNiZTc5ZDdlNy05MTM4LTRlNWYtOWFkYy0xMGJiZTZjMjUyNjIjI3RLbmFjWkZFWDk=

tagName : P4 - S - DESIGN HSE
tagId   : N2NjOTE4ODgtNWFhMC00OWU1LWE4MzYtMjJjZGEyZWFlMGZjIyNiZTc5ZDdlNy05MTM4LTRlNWYtOWFkYy0xMGJiZTZjMjUyNjIjI3R5cXhiRUFvOA==

tagName : P4 - V - PROCESS
tagId   : N2NjOTE4ODgtNWFhMC00OWU1LWE4MzYtMjJjZGEyZWFlMGZjIyNiZTc5ZDdlNy05MTM4LTRlNWYtOWFkYy0xMGJiZTZjMjUyNjIjI3RhYWJVb1JpYUw=

tagName : P4 - U - REVAMPING OPERATIONS AND MAINTENANCE
tagId   : N2NjOTE4ODgtNWFhMC00OWU1LWE4MzYtMjJjZGEyZWFlMGZjIyNiZTc5ZDdlNy05MTM4LTRlNWYtOWFkYy0xMGJiZTZjMjUyNjIjI3ROOVhLZ3hDeA==

tagName : P4 - A - CIVIL AND STRUCTURAL
tagId   : N2NjOTE4ODgtNWFhMC00OWU1LWE4MzYtMjJjZGEyZWFlMGZjIyNiZTc5ZDdlNy05MTM4LTRlNWYtOWFkYy0xMGJiZTZjMjUyNjIjI3RsWWFiUmFiMWdx";"be79d7e7-9138-4e5f-9adc-10bbe6c25262";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/912ce04c-d7a9-4bd3-b0c8-179b90e23ae1/runs/08584986065998344321314809733CU109";"N/A"
"08584986065275417378835906425CU111";"Succeeded";"12/19/2023 4:39:17 PM";"12/19/2023 4:39:27 PM";"19:33688c0680db488aacdcf12c13caf953@thread.tacv2";"";"";"New transmittal incoming from client: <a href='https://tecnimont.sharepoint.com/sites/4398DigitalDocuments/C/D/DX/4398-CD-DX-00360D5002/0/CMTD/'>4398-CD-DX-00360D5002 - 0 - MECHANICAL DATA SHEETS FOR PRESSURE VESSELS - 360-D-5002 MTBE TOPPING COLUMN REBOILER CONDENSATE DRUM- IFR - 2-Accepted with comments. </a> <br><br>Contractor Document Number: 4398-CD-DX-00360D5002<br>Client Code: SA-AMI-360-TECI-000644<br>Document Title: MECHANICAL DATA SHEETS FOR PRESSURE VESSELS - 360-D-5002 MTBE TOPPING COLUMN REBOILER CONDENSATE DRUM<br>Reason For Issue: IFR<br>Revision: 0<br>Transmittal: 4398-AMI-TCM-00678";"tagName : A - CIVIL AND STRUCTURAL
tagId   : N2NjOTE4ODgtNWFhMC00OWU1LWE4MzYtMjJjZGEyZWFlMGZjIyMxYjgyMWVmOS05YTU4LTQxNWUtYjI3OS1jMzQ3ODhjZDk5YTcjI3ROdDVFMTlMag==

tagName : K - INSTRUMENTATION AND CONTROL
tagId   : N2NjOTE4ODgtNWFhMC00OWU1LWE4MzYtMjJjZGEyZWFlMGZjIyMxYjgyMWVmOS05YTU4LTQxNWUtYjI3OS1jMzQ3ODhjZDk5YTcjI3Q4ZHJhZGxHNw==

tagName : X - LAYOUT AND PIPING
tagId   : N2NjOTE4ODgtNWFhMC00OWU1LWE4MzYtMjJjZGEyZWFlMGZjIyMxYjgyMWVmOS05YTU4LTQxNWUtYjI3OS1jMzQ3ODhjZDk5YTcjI3Q5bUQxRXQzVQ==

tagName : C - STATIC EQUIPMENT
tagId   : N2NjOTE4ODgtNWFhMC00OWU1LWE4MzYtMjJjZGEyZWFlMGZjIyMxYjgyMWVmOS05YTU4LTQxNWUtYjI3OS1jMzQ3ODhjZDk5YTcjI3RLVjI1aWtUMw==";"1b821ef9-9a58-415e-b279-c34788cd99a7";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/912ce04c-d7a9-4bd3-b0c8-179b90e23ae1/runs/08584986065275417378835906425CU111";"N/A"
"08584986065242820132214099221CU135";"Succeeded";"12/19/2023 4:39:21 PM";"12/19/2023 4:39:28 PM";"19:33688c0680db488aacdcf12c13caf953@thread.tacv2";"";"";"New transmittal incoming from client: <a href='https://tecnimont.sharepoint.com/sites/4398DigitalDocuments/C/D/DX/4398-CD-DX-00360D4002/0/CMTD/'>4398-CD-DX-00360D4002 - 0 - MECHANICAL DATA SHEETS FOR PRESSURE VESSELS - 360-D-4002 DME LIGHTS COLUMN REBOILER CONDENSATE DRUM- IFR - 2-Accepted with comments. </a> <br><br>Contractor Document Number: 4398-CD-DX-00360D4002<br>Client Code: SA-AMI-360-TECI-000643<br>Document Title: MECHANICAL DATA SHEETS FOR PRESSURE VESSELS - 360-D-4002 DME LIGHTS COLUMN REBOILER CONDENSATE DRUM<br>Reason For Issue: IFR<br>Revision: 0<br>Transmittal: 4398-AMI-TCM-00678";"tagName : A - CIVIL AND STRUCTURAL
tagId   : N2NjOTE4ODgtNWFhMC00OWU1LWE4MzYtMjJjZGEyZWFlMGZjIyMxYjgyMWVmOS05YTU4LTQxNWUtYjI3OS1jMzQ3ODhjZDk5YTcjI3ROdDVFMTlMag==

tagName : K - INSTRUMENTATION AND CONTROL
tagId   : N2NjOTE4ODgtNWFhMC00OWU1LWE4MzYtMjJjZGEyZWFlMGZjIyMxYjgyMWVmOS05YTU4LTQxNWUtYjI3OS1jMzQ3ODhjZDk5YTcjI3Q4ZHJhZGxHNw==

tagName : X - LAYOUT AND PIPING
tagId   : N2NjOTE4ODgtNWFhMC00OWU1LWE4MzYtMjJjZGEyZWFlMGZjIyMxYjgyMWVmOS05YTU4LTQxNWUtYjI3OS1jMzQ3ODhjZDk5YTcjI3Q5bUQxRXQzVQ==

tagName : C - STATIC EQUIPMENT
tagId   : N2NjOTE4ODgtNWFhMC00OWU1LWE4MzYtMjJjZGEyZWFlMGZjIyMxYjgyMWVmOS05YTU4LTQxNWUtYjI3OS1jMzQ3ODhjZDk5YTcjI3RLVjI1aWtUMw==";"1b821ef9-9a58-415e-b279-c34788cd99a7";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/912ce04c-d7a9-4bd3-b0c8-179b90e23ae1/runs/08584986065242820132214099221CU135";"N/A"
"08584986064052975641722642986CU130";"Succeeded";"12/19/2023 4:41:20 PM";"12/19/2023 4:41:27 PM";"19:e72ad6f53da8447f87bea9fd422173ce@thread.tacv2";;"toMention : Ma.Bianchi@tecnimont.it";"StagingArea, error on file <a href=""https://tecnimont.sharepoint.com/sites/4422DigitalDocuments/StagingArea/Set_0000000647"">Set_0000000647/4422-SZ-SG-000000000002_B3.pdf</a>: no valid combination of ReasonForIssue and MilestoneSet";;"e0868784-098f-485d-8c13-ea21445a5932";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/912ce04c-d7a9-4bd3-b0c8-179b90e23ae1/runs/08584986064052975641722642986CU130";"N/A"
"08584986063533118871388957365CU109";"Succeeded";"12/19/2023 4:42:12 PM";"12/19/2023 4:42:20 PM";"19:3d0aebfaf01743ce86bd1a7e433957fa@thread.tacv2";"text : 4377-AA-DC-C2900001 - 00 - CONCRETE STRUCTURE - PP UNIT -  BLANDING SILOS -  ELEVATION DRAWINGS - SHEET 1 - IFI - ISSUE FOR INFORMATION
link : https://tecnimont.sharepoint.com/sites/4377DigitalDocuments/A/A/DC/4377-AA-DC-C2900001/00/";"";"New document uploaded and ready for internal workflow:  4377-AA-DC-C2900001 - 00 - CONCRETE STRUCTURE - PP UNIT -  BLANDING SILOS -  ELEVATION DRAWINGS - SHEET 1 - IFI - ISSUE FOR INFORMATION<br><br>Contractor Document Number: 4377-AA-DC-C2900001<br>Client Code: 4377-AA-DC-C2900001<br>Document Title: CONCRETE STRUCTURE - PP UNIT -  BLANDING SILOS -  ELEVATION DRAWINGS - SHEET 1<br>Reason For Issue: IFI - ISSUE FOR INFORMATION<br>Revision: 00";"tagName : B - BUILDING
tagId   : N2NjOTE4ODgtNWFhMC00OWU1LWE4MzYtMjJjZGEyZWFlMGZjIyMxMjQ5MzRjMy1iMTFhLTRiZWEtODgwNC0wZGU3ZGYyMjJjMWQjI3ROOWJwYWNRb0o=

tagName : S - DESIGN HSE
tagId   : N2NjOTE4ODgtNWFhMC00OWU1LWE4MzYtMjJjZGEyZWFlMGZjIyMxMjQ5MzRjMy1iMTFhLTRiZWEtODgwNC0wZGU3ZGYyMjJjMWQjI3RCOWFiYWJoaG1F

tagName : V - PROCESS
tagId   : N2NjOTE4ODgtNWFhMC00OWU1LWE4MzYtMjJjZGEyZWFlMGZjIyMxMjQ5MzRjMy1iMTFhLTRiZWEtODgwNC0wZGU3ZGYyMjJjMWQjI3RRaldHT0g2Mg==

tagName : U - REVAMPING OPERATIONS AND MAINTENANCE
tagId   : N2NjOTE4ODgtNWFhMC00OWU1LWE4MzYtMjJjZGEyZWFlMGZjIyMxMjQ5MzRjMy1iMTFhLTRiZWEtODgwNC0wZGU3ZGYyMjJjMWQjI3RIUUxzbmlndA==

tagName : A - CIVIL AND STRUCTURAL
tagId   : N2NjOTE4ODgtNWFhMC00OWU1LWE4MzYtMjJjZGEyZWFlMGZjIyMxMjQ5MzRjMy1iMTFhLTRiZWEtODgwNC0wZGU3ZGYyMjJjMWQjI3RCSzdjdmFidEk=";"124934c3-b11a-4bea-8804-0de7df222c1d";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/912ce04c-d7a9-4bd3-b0c8-179b90e23ae1/runs/08584986063533118871388957365CU109";"N/A"
"08584986063510890787377533817CU231";"Succeeded";"12/19/2023 4:42:14 PM";"12/19/2023 4:42:22 PM";"19:3d0aebfaf01743ce86bd1a7e433957fa@thread.tacv2";"text : 4377-AA-DC-C2900002 - 00 - CONCRETE STRUCTURE - PP UNIT -  BLANDING SILOS -  ELEVATION DRAWINGS - SHEET 2 - IFI - ISSUE FOR INFORMATION
link : https://tecnimont.sharepoint.com/sites/4377DigitalDocuments/A/A/DC/4377-AA-DC-C2900002/00/";"";"New document uploaded and ready for internal workflow:  4377-AA-DC-C2900002 - 00 - CONCRETE STRUCTURE - PP UNIT -  BLANDING SILOS -  ELEVATION DRAWINGS - SHEET 2 - IFI - ISSUE FOR INFORMATION<br><br>Contractor Document Number: 4377-AA-DC-C2900002<br>Client Code: 4377-AA-DC-C2900002<br>Document Title: CONCRETE STRUCTURE - PP UNIT -  BLANDING SILOS -  ELEVATION DRAWINGS - SHEET 2<br>Reason For Issue: IFI - ISSUE FOR INFORMATION<br>Revision: 00";"tagName : B - BUILDING
tagId   : N2NjOTE4ODgtNWFhMC00OWU1LWE4MzYtMjJjZGEyZWFlMGZjIyMxMjQ5MzRjMy1iMTFhLTRiZWEtODgwNC0wZGU3ZGYyMjJjMWQjI3ROOWJwYWNRb0o=

tagName : S - DESIGN HSE
tagId   : N2NjOTE4ODgtNWFhMC00OWU1LWE4MzYtMjJjZGEyZWFlMGZjIyMxMjQ5MzRjMy1iMTFhLTRiZWEtODgwNC0wZGU3ZGYyMjJjMWQjI3RCOWFiYWJoaG1F

tagName : V - PROCESS
tagId   : N2NjOTE4ODgtNWFhMC00OWU1LWE4MzYtMjJjZGEyZWFlMGZjIyMxMjQ5MzRjMy1iMTFhLTRiZWEtODgwNC0wZGU3ZGYyMjJjMWQjI3RRaldHT0g2Mg==

tagName : U - REVAMPING OPERATIONS AND MAINTENANCE
tagId   : N2NjOTE4ODgtNWFhMC00OWU1LWE4MzYtMjJjZGEyZWFlMGZjIyMxMjQ5MzRjMy1iMTFhLTRiZWEtODgwNC0wZGU3ZGYyMjJjMWQjI3RIUUxzbmlndA==

tagName : A - CIVIL AND STRUCTURAL
tagId   : N2NjOTE4ODgtNWFhMC00OWU1LWE4MzYtMjJjZGEyZWFlMGZjIyMxMjQ5MzRjMy1iMTFhLTRiZWEtODgwNC0wZGU3ZGYyMjJjMWQjI3RCSzdjdmFidEk=";"124934c3-b11a-4bea-8804-0de7df222c1d";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/912ce04c-d7a9-4bd3-b0c8-179b90e23ae1/runs/08584986063510890787377533817CU231";"N/A"
"08584986063403567912490571823CU109";"Succeeded";"12/19/2023 4:42:25 PM";"12/19/2023 4:42:31 PM";"19:acf0cd8fe1a14580a17d770777af4c57@thread.tacv2";"";"";"New transmittal incoming from client: <a href='https://tecnimont.sharepoint.com/sites/4422DigitalDocuments/X/H/MR/4422-XH-MR-000000030000/A1/CMTD/'>4422-XH-MR-000000030000 - A1 - MATERIAL REQUISITION FOR FLANGES - MULTIPLE - ALL MATERIAL- Issued for Review - Code 2 - Comments as Noted. </a> <br><br>TCM Number: 4422-XH-MR-000000030000<br>Client Code: 2-CN0000-28-MOR-0030-00<br>Document Title: MATERIAL REQUISITION FOR FLANGES - MULTIPLE - ALL MATERIAL<br>Reason For Issue: Issued for Review<br>Revision: A1<br>Transmittal: 4422-TR-ADN-TCM-000315<br/><br/><table cellpadding=""10"" border='1' cellspacing=""0"">
<tr>
 <td><div style='width:120px;margin-left:20px;'>For Comments</div></td>
<td></td>
</tr>
<tr>
<td><div style='width:120px;margin-left:20px'>For Competence / Design</div></td>
<td></td>
</tr>
<tr>
<td><div style='width:120px;margin-left:20px'>Informed</div></td>
<td></td>
</tr>
</table>";"";"e0868784-098f-485d-8c13-ea21445a5932";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/912ce04c-d7a9-4bd3-b0c8-179b90e23ae1/runs/08584986063403567912490571823CU109";"N/A"
"08584986063389081117018691319CU106";"Succeeded";"12/19/2023 4:42:26 PM";"12/19/2023 4:42:36 PM";"19:acf0cd8fe1a14580a17d770777af4c57@thread.tacv2";"";"";"New transmittal incoming from client: <a href='https://tecnimont.sharepoint.com/sites/4422DigitalDocuments/X/H/MR/4422-XH-MR-000000022000/A1/CMTD/'>4422-XH-MR-000000022000 - A1 - MATERIAL REQUISITION FOR FORGED FITTINGS - MULTIPLE - ALL MATERIALS- Issued for Review - Code 2 - Comments as Noted. </a> <br><br>TCM Number: 4422-XH-MR-000000022000<br>Client Code: 2-CN0000-28-MOR-0022-00<br>Document Title: MATERIAL REQUISITION FOR FORGED FITTINGS - MULTIPLE - ALL MATERIALS<br>Reason For Issue: Issued for Review<br>Revision: A1<br>Transmittal: 4422-TR-ADN-TCM-000315<br/><br/><table cellpadding=""10"" border='1' cellspacing=""0"">
<tr>
 <td><div style='width:120px;margin-left:20px;'>For Comments</div></td>
<td></td>
</tr>
<tr>
<td><div style='width:120px;margin-left:20px'>For Competence / Design</div></td>
<td></td>
</tr>
<tr>
<td><div style='width:120px;margin-left:20px'>Informed</div></td>
<td></td>
</tr>
</table>";"";"e0868784-098f-485d-8c13-ea21445a5932";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/912ce04c-d7a9-4bd3-b0c8-179b90e23ae1/runs/08584986063389081117018691319CU106";"N/A"
"08584986063379596851608353652CU111";"Succeeded";"12/19/2023 4:42:27 PM";"12/19/2023 4:42:34 PM";"19:acf0cd8fe1a14580a17d770777af4c57@thread.tacv2";"";"";"New transmittal incoming from client: <a href='https://tecnimont.sharepoint.com/sites/4422DigitalDocuments/X/H/MR/4422-XH-MR-000000023000/A1/CMTD/'>4422-XH-MR-000000023000 - A1 - MATERIAL REQUISITION FOR INTEGRAL REINF. BRANCH (O-LETS) - MULTIPLE - ALL MATERIALS- Issued for Review - Code 2 - Comments as Noted. </a> <br><br>TCM Number: 4422-XH-MR-000000023000<br>Client Code: 2-CN0000-28-MOR-0023-00<br>Document Title: MATERIAL REQUISITION FOR INTEGRAL REINF. BRANCH (O-LETS) - MULTIPLE - ALL MATERIALS<br>Reason For Issue: Issued for Review<br>Revision: A1<br>Transmittal: 4422-TR-ADN-TCM-000315<br/><br/><table cellpadding=""10"" border='1' cellspacing=""0"">
<tr>
 <td><div style='width:120px;margin-left:20px;'>For Comments</div></td>
<td></td>
</tr>
<tr>
<td><div style='width:120px;margin-left:20px'>For Competence / Design</div></td>
<td></td>
</tr>
<tr>
<td><div style='width:120px;margin-left:20px'>Informed</div></td>
<td></td>
</tr>
</table>";"";"e0868784-098f-485d-8c13-ea21445a5932";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/912ce04c-d7a9-4bd3-b0c8-179b90e23ae1/runs/08584986063379596851608353652CU111";"N/A"
"08584986063347404727548780684CU97";"Succeeded";"12/19/2023 4:42:30 PM";"12/19/2023 4:42:38 PM";"19:acf0cd8fe1a14580a17d770777af4c57@thread.tacv2";"";"";"New transmittal incoming from client: <a href='https://tecnimont.sharepoint.com/sites/4422DigitalDocuments/X/H/MR/4422-XH-MR-000000020000/A1/CMTD/'>4422-XH-MR-000000020000 - A1 - MATERIAL REQUISITION FOR WROUGHT FITTINGS - MULTIPLE - ALL MATERIALS- Issued for Review - Code 2 - Comments as Noted. </a> <br><br>TCM Number: 4422-XH-MR-000000020000<br>Client Code: 2-CN0000-28-MOR-0020-00<br>Document Title: MATERIAL REQUISITION FOR WROUGHT FITTINGS - MULTIPLE - ALL MATERIALS<br>Reason For Issue: Issued for Review<br>Revision: A1<br>Transmittal: 4422-TR-ADN-TCM-000315<br/><br/><table cellpadding=""10"" border='1' cellspacing=""0"">
<tr>
 <td><div style='width:120px;margin-left:20px;'>For Comments</div></td>
<td></td>
</tr>
<tr>
<td><div style='width:120px;margin-left:20px'>For Competence / Design</div></td>
<td></td>
</tr>
<tr>
<td><div style='width:120px;margin-left:20px'>Informed</div></td>
<td></td>
</tr>
</table>";"";"e0868784-098f-485d-8c13-ea21445a5932";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/912ce04c-d7a9-4bd3-b0c8-179b90e23ae1/runs/08584986063347404727548780684CU97";"N/A"
"08584986063344353951318829910CU96";"Succeeded";"12/19/2023 4:42:31 PM";"12/19/2023 4:42:36 PM";"19:acf0cd8fe1a14580a17d770777af4c57@thread.tacv2";"";"";"New transmittal incoming from client: <a href='https://tecnimont.sharepoint.com/sites/4422DigitalDocuments/X/H/MR/4422-XH-MR-000000015000/A1/CMTD/'>4422-XH-MR-000000015000 - A1 - MATERIAL REQUISITION FOR U/G PIPING METALLIC PRESSURE- Issued for Review - Code 2 - Comments as Noted. </a> <br><br>TCM Number: 4422-XH-MR-000000015000<br>Client Code: 2-CN0000-28-MOR-0015-00<br>Document Title: MATERIAL REQUISITION FOR U/G PIPING METALLIC PRESSURE<br>Reason For Issue: Issued for Review<br>Revision: A1<br>Transmittal: 4422-TR-ADN-TCM-000315<br/><br/><table cellpadding=""10"" border='1' cellspacing=""0"">
<tr>
 <td><div style='width:120px;margin-left:20px;'>For Comments</div></td>
<td></td>
</tr>
<tr>
<td><div style='width:120px;margin-left:20px'>For Competence / Design</div></td>
<td></td>
</tr>
<tr>
<td><div style='width:120px;margin-left:20px'>Informed</div></td>
<td></td>
</tr>
</table>";"";"e0868784-098f-485d-8c13-ea21445a5932";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/912ce04c-d7a9-4bd3-b0c8-179b90e23ae1/runs/08584986063344353951318829910CU96";"N/A"
"08584986063327598721216566161CU226";"Succeeded";"12/19/2023 4:42:32 PM";"12/19/2023 4:42:38 PM";"19:acf0cd8fe1a14580a17d770777af4c57@thread.tacv2";"";"";"New transmittal incoming from client: <a href='https://tecnimont.sharepoint.com/sites/4422DigitalDocuments/X/H/MR/4422-XH-MR-000000011000/A1/CMTD/'>4422-XH-MR-000000011000 - A1 - MATERIAL REQUISITION FOR PIPE WELDED - MULTIPLE - L.T.C.S., C.S., C.S. GALV., MO & CR-MO ALLOY STEEL- Issued for Review - Code 2 - Comments as Noted. </a> <br><br>TCM Number: 4422-XH-MR-000000011000<br>Client Code: 2-CN0000-28-MOR-0011-00<br>Document Title: MATERIAL REQUISITION FOR PIPE WELDED - MULTIPLE - L.T.C.S., C.S., C.S. GALV., MO & CR-MO ALLOY STEEL<br>Reason For Issue: Issued for Review<br>Revision: A1<br>Transmittal: 4422-TR-ADN-TCM-000315<br/><br/><table cellpadding=""10"" border='1' cellspacing=""0"">
<tr>
 <td><div style='width:120px;margin-left:20px;'>For Comments</div></td>
<td></td>
</tr>
<tr>
<td><div style='width:120px;margin-left:20px'>For Competence / Design</div></td>
<td></td>
</tr>
<tr>
<td><div style='width:120px;margin-left:20px'>Informed</div></td>
<td></td>
</tr>
</table>";"";"e0868784-098f-485d-8c13-ea21445a5932";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/912ce04c-d7a9-4bd3-b0c8-179b90e23ae1/runs/08584986063327598721216566161CU226";"N/A"
